residence,developer,address,class,year,price,area,rooms,minutesToCityCenter,crimeRateInDistrict,district
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,1890075,33,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,1881250,35,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,2004625,35,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,1935000,36,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,2061900,36,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,2096250,39,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,2203750,41,1,78,2317,Голосіївський р-н
ЖК Svitlo Park,Futura hata,"Наддніпрянське шосе, 2а",комфорт,2024,2257500,42,1,78,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,42,1,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,45,1,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,46,1,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,1964600,47,1,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,1964600,47,1,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,67,2,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,71,2,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,74,2,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,77,2,121,2317,Голосіївський р-н
ЖК LIKO-GRAD Perfect Town,,"вул. Михайла Максимовича (Трутенка), 32",комфорт,2023.6666666666667,,82,2,121,2317,Голосіївський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,4349000,40,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,4349000,40,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,4349000,40,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,4349000,40,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,4349000,40,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,5001350,46,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,5001350,46,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,5001350,46,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,5001350,46,1,66,4634,Шевченківський р-н
ЖК UNIT.Home,,"вул. Ґарета Джонса (Сім'ї Хохлових), 8",бізнес,2024,5001350,46,1,66,4634,Шевченківський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,1333000,31,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,1720000,40,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,1806000,42,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,1849000,43,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,1935000,45,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,1978000,46,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,2064000,48,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,2150000,50,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,2279000,53,1,176,2884,Святошинський р-н
ЖК Gravity Park,Креатор-Буд,"просп. Берестейський (Перемоги), 139",комфорт,2023,2365000,55,1,176,2884,Святошинський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,63,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,67,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,68,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,68,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,69,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,74,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,75,2,137,2106,Подільський р-н
ЖК Варшавський Плюс,Stolitsa Group,просп. Правди,комфорт,,,86,2,137,2106,Подільський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1212250,26,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1771750,38,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,4522625,97,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1818375,39,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1865000,40,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1865000,40,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1865000,40,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,1911625,41,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,2191375,47,1,164,2317,Голосіївський р-н
ЖК Авеню 42,KSM-GROUP,"вул. Академіка Глушкова, 42",комфорт,2023,2284625,49,1,164,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,2884200,38,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,2960100,39,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,2960100,39,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,3036000,40,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,3415500,45,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,3339600,44,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,3415500,45,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,3719100,49,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,3946800,52,1,69,2317,Голосіївський р-н
ЖК RIVERDALE,Perfect Group,"просп. Голосіївський, 6",бізнес,2024,4098600,54,1,69,2317,Голосіївський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,2807200,44,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,2871000,45,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,2743400,43,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,2743400,43,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,2934800,46,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,2934800,46,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,3190000,50,1,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,3448500,66,2,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,3500750,67,2,66,2537,Печерський р-н
ЖК SALUT!,bUd development,"бул. Дружби Народів, 2",бізнес,2023.5,3866500,74,2,66,2537,Печерський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,1132600,28,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,1051700,26,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,1294400,32,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,,37,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,1894300,38,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,,41,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,2043850,41,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,1820250,45,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,1860700,46,1,173,2884,Святошинський р-н
ЖК 4U,Really Building,"вул. Академіка Булаховського, 2",комфорт,2023.5,,56,2,173,2884,Святошинський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1101600,32,1,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1101600,32,1,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1136025,33,1,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1239300,36,1,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1204875,35,1,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1893375,55,2,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1962225,57,2,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,1962225,57,2,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,2031075,59,2,112,3860,Солом'янський р-н
ЖК Лондон Парк,,"вул. Лугова, 3б",бізнес,,2065500,60,2,112,3860,Солом'янський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1360850,34,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1520950,38,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1560975,39,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1601000,40,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1641025,41,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1681050,42,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1761100,44,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1761100,44,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1775250,45,1,133,3939,Дніпровський р-н
ЖК Star City,BudCapital,"вул. Каунаська, 27",комфорт,2023.6666666666667,1854150,47,1,133,3939,Дніпровський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,,37,1,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,,40,1,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,,43,1,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,,47,1,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,,55,1,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,2336000,64,2,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,2445500,67,2,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,2482000,68,2,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,2555000,70,2,96,3860,Солом'янський р-н
ЖК Family & Friends,GEOS,"вул. Новопольова, 2",комфорт,2023,2664500,73,2,96,3860,Солом'янський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,1799000,40,1,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,1888950,42,1,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,2357700,58,2,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,2560950,63,2,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,2723550,67,2,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,3008100,74,2,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,3068850,82,3,137,2106,Подільський р-н
ЖК 7 KVARTAL,Perfect Group,просп. Правди,комфорт,2023,3181125,85,3,137,2106,Подільський р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,1528800,39,1,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,2263800,49,1,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,2356200,51,1,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,3003000,65,1,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,,43,1,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,,46,1,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,2344000,64,2,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,2595450,66,2,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,2674100,68,2,182,2999,Дарницький р-н
ЖК Чарівне Місто,Київміськбуд,"вул. Бориспільська, 18-26",комфорт,2023.5,2831400,72,2,182,2999,Дарницький р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,,40,1,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,1725000,46,1,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,,46,1,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,,47,1,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,,54,1,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,,64,2,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,2307500,65,2,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,2485000,70,2,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,2414000,68,2,206,3524,Оболонський р-н
ЖК Forest Park,ZIM Group,"вул. Дніпроводська, 1",комфорт,2023.5,2449500,69,2,206,3524,Оболонський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,5135000,52,1,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,7095050,82,2,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,6835475,79,2,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,7354625,85,2,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,8813350,91,3,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,9103900,94,3,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,10847200,112,3,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,11234600,116,3,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,11428300,118,3,113,4634,Шевченківський р-н
ЖК Manhattan city,BudCapital,"просп. Берестейський (Перемоги), вул. Борщагівська",бізнес,,13074750,135,3,113,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,1675550,31,1,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,2378200,44,1,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,2702500,50,1,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,2756550,51,1,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,2918700,54,1,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,2972750,55,1,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,3165000,75,2,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,3249400,77,2,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,3333800,79,2,59,4634,Шевченківський р-н
ЖК Symbol,bUd development,"вул. Загорівська (Багговутівська), 16",комфорт,2024,3920000,100,3,59,4634,Шевченківський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,9257775,51,1,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,9439300,52,1,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,13758500,70,2,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,14937800,76,2,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,16510200,84,2,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,19458450,99,2,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,21227400,108,2,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,,142,3,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,,165,3,34,2537,Печерський р-н
ЖК Tetris Hall,КАН Девелопмент,"вул. Ділова (Димитрова) / вул. Василя Тютюнника (Анрі Барбюса), 1/2",преміум,,,188,3,34,2537,Печерський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3319375,47,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3319375,47,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3319375,47,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3390000,48,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3743125,53,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3813750,54,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3884375,55,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,3955000,56,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,4096250,58,1,109,3939,Дніпровський р-н
Rusaniv Residence,Citex Development,"вул. Сверстюка, 54",бізнес,2024,4237500,60,1,109,3939,Дніпровський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,4272800,49,1,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,4272800,49,1,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,5215600,52,1,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,5315900,53,1,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,4708800,54,1,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,6619800,66,1,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,6076950,58,2,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,6286500,60,2,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,6391275,61,2,55,2106,Подільський р-н
Житловий район Rybalsky,,"Набережно-Рибальська дорога, 3, 9",бізнес,2023.5,6391275,61,2,55,2106,Подільський р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,37,1,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,40,1,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,46,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,47,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,48,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,55,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,58,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,66,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,69,2,189,2999,Дарницький р-н
ЖК Метро парк,Будівельна група PARK,"вул. Кам'янська, 123-127",комфорт,2021,,69,2,189,2999,Дарницький р-н
ЖК Старт,bUd development,"вул. Шолуденка, 30",комфорт,2023,,52,1,46,4634,Шевченківський р-н
ЖК Старт,bUd development,"вул. Шолуденка, 30",комфорт,2023,,116,3,46,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,2408000,43,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,3293400,44,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,2576000,46,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,3293400,44,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,3667650,49,1,71,4634,Шевченківський р-н
ЖК Poetica. Перша колекція,ENSO,"вул. Дегтярівська, 25а",бізнес,2023.5,3517950,47,1,71,4634,Шевченківський р-н
