residence,developer,attributes/class,attributes/construction_technology,attributes/walls,attributes/insulation,attributes/heating,attributes/num_apartments,attributes/state,attributes/protected_area,attributes/parking,financials/installmentPlan,financials/installmentPlanTerm,pricePerUnit,price,area,rooms
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,100,3
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,101,3
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,106,3
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,116,3
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,105,3
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,119,3
ЖК Podil Plaza & Residence,Status Group,бізнес,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),676,без ремонту,від авто та сторонніх,"наземний багаторівневий, підземний",true,,,,123,3
ЖК White Lines,A Development,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),566,під ремонт,від авто та сторонніх,підземний (687 паркомісць),true,,115050,9664200,84,2
ЖК White Lines,A Development,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),566,під ремонт,від авто та сторонніх,підземний (687 паркомісць),true,,115050,12770550,111,2
ЖК White Lines,A Development,бізнес,монолітно-каркасна,цегла,мінеральна вата,автономне (в будинку),566,під ремонт,від авто та сторонніх,підземний (687 паркомісць),true,,,,129,3
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,41325,1653000,40,1
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,41325,1735650,42,1
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,36900,2140200,58,2
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,36900,2324700,63,2
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,36900,2472300,67,2
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,36900,2730600,74,2
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,34525,2831050,82,3
ЖК 7 KVARTAL,Perfect Group,комфорт,монолітно-каркасна,"керамзитоблок (керамзитобетон), газоблок (газобетон)",мінеральна вата,автономне (в будинку),696,без ремонту,від автомобілів,гостьовий,true,1,34525,2934625,85,3
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,40,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,42,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,43,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,46,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,41800,1964600,47,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,41800,1964600,47,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,49,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,52,1
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,64,2
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,67,2
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,71,2
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,74,2
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,77,2
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,,,101,3
ЖК LIKO-GRAD Perfect Town,,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),2098,"без ремонту, під ремонт",від автомобілів,підземний (322 паркомісця),true,,32200,3413200,106,3
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,40,1
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,42,1
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,68,2
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,68,2
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,70,2
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,75,2
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,82,2
ЖК Лебединий,Perfect Group,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,1560,без ремонту,від автомобілів,"гостьовий, підземний (700 паркомісць)",true,,,,92,3
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,36500,1277500,35,1
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,36500,1569500,43,1
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,36500,1679000,46,1
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,34550,1831150,53,2
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,34550,1831150,53,2
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,34550,2142100,62,2
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,34550,2522150,73,3
ЖК Central Hills,LEV Development,бізнес,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),3000,без ремонту,від автомобілів,"гостьовий, підземний",true,,34550,2902200,84,3
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,46175,1292900,28,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,46175,1200550,26,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,46175,1477600,32,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,47600,1761200,37,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,56725,2155550,38,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,47600,1951600,41,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,56725,2325725,41,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,46175,2077875,45,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,46175,2124050,46,1
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,,,56,2
ЖК 4U,Really Building,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,централізоване,"576 (1, 2 секції)",без ремонту,від авто та сторонніх,наземний багаторівневий,true,2,,,63,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1190000,28,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1232500,29,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1275000,30,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1615000,38,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1615000,38,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1657500,39,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1742500,41,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1827500,43,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1955000,46,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,1997500,47,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,42500,2252500,53,1
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,1862000,49,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2090000,55,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2128000,56,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2280000,60,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2280000,60,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2318000,61,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2318000,61,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2318000,61,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2470000,65,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2470000,65,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2774000,73,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2736000,72,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,38000,2850000,75,2
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,40500,3118500,77,3
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,40500,3280500,81,3
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,40500,3402000,84,3
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,40500,3685500,91,3
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,40500,3766500,93,3
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,40500,4131000,102,3
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,36000,3744000,104,4
ЖК Феофанія City,KSM-GROUP,комфорт,монолітно-каркасна,керамоблок,мінеральна вата,автономне (в будинку),5097,без ремонту,від автомобілів,наземний багаторівневий,true,2,36000,4032000,112,4
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,114825,5970900,52,1
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,99325,8144650,82,2
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,99325,7846675,79,2
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,99325,8442625,85,2
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,111625,10157875,91,3
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,111625,10492750,94,3
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,111625,12502000,112,3
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,111625,12948500,116,3
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,111625,13171750,118,3
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,111625,15069375,135,3
ЖК Manhattan city,BudCapital,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1340,без ремонту,від авто та сторонніх,наземний багаторівневий,true,1,125050,19132650,153,4
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,,,58,1
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,81575,5057650,62,2
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,81575,5954975,73,2
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,81575,6281275,77,2
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,81575,6607575,81,2
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,81575,7097025,87,2
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,,,96,3
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,,,102,3
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,,,110,3
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,84225,13981350,166,5
Новий Поділ,,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,1540,без ремонту,від автомобілів,"гостьовий, підземний (3440 паркомісць)",true,3,84225,18192600,216,5
ЖК Абрикосовий,Київміськбуд,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),720,без ремонту,ні,гостьовий,true,,37225,2717425,73,2
ЖК Абрикосовий,Київміськбуд,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),720,без ремонту,ні,гостьовий,true,,37225,2940775,79,2
ЖК Абрикосовий,Київміськбуд,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),720,без ремонту,ні,гостьовий,true,,,,113,3
ЖК Абрикосовий,Київміськбуд,комфорт,монолітно-каркасна,газоблок (газобетон),мінеральна вата,автономне (в будинку),720,без ремонту,ні,гостьовий,true,,,,147,5
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,1915025,31,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,2594550,42,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,2656325,43,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,2903425,47,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,2965200,48,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,3088750,50,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,3212300,52,1
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,4200700,68,2
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,4447800,72,2
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,4694900,76,2
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,,,78,2
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,61775,5127325,83,2
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,,,86,2
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,,,92,3
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,60775,5773625,95,3
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,60775,5895175,97,3
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,60775,6624475,109,3
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,60775,8265400,136,3
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,,,110,4
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,,,123,4
ЖК Паркове місто,UDP,бізнес,монолітно-каркасна,цегла,мінеральна вата,централізоване,3355,без ремонту,від авто та сторонніх,підземний (681 паркомісце),true,1,,,164,5
ЖК Navigator 2,ДБК-ЖИТЛОБУД,економ,"монолітно-каркасна, панельна",залізобетон,мінеральна вата,централізоване,невідомо,"без ремонту, з ремонтом",ні,гостьовий,true,,,,52,1
